area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up Area,1 Year,Yeshwanthpur,3 BHK,,1538,3.0,1.0,101.37
Plot Area,Ready To Move,Hennur,2 BHK,,1301,2.0,3.0,64.52
Carpet Area,1 Year,Kanakapura Road,2 BHK,,1298,3.0,3.0,52.73
Super built-up Area,6 months,Mysore Road,2 BHK,,1067,2.0,0.0,46.57
Carpet Area,Ready To Move,Electronic City,2 BHK,,1248,2.0,2.0,52.8
Super built-up Area,6 months,Hosur Road,2 BHK,,1044,2.0,2.0,41.53
Plot Area,6 months,Uttarahalli,2 BHK,,935,2.0,2.0,31.8
Plot Area,6 months,Brookefield,2 BHK,,1152,3.0,1.0,57.71
Plot Area,6 months,JP Nagar,3 BHK,,1678,3.0,2.0,113.71
Built-up Area,6 months,Hosur Road,1 BHK,,484,1.0,2.0,24.3
Plot Area,Ready To Move,Vijayanagar,3 BHK,,1717,4.0,2.0,90.17
Built-up Area,6 months,Devanahalli,2 BHK,,1374,3.0,0.0,52.03
Carpet Area,Ready To Move,Uttarahalli,1 BHK,,632,1.0,3.0,23.32
Carpet Area,Ready To Move,Marathahalli,2 BHK,,1269,2.0,0.0,74.53
Carpet Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1278,3.0,2.0,82.39
Super built-up Area,6 months,HSR Layout,3 BHK,,1908,3.0,3.0,151.49
Super built-up Area,6 months,Hebbal,2 BHK,,909,3.0,0.0,49.11
Built-up Area,Ready To Move,Hebbal,5 BHK,,3405,6.0,2.0,237.28
Built-up Area,6 months,Jayanagar,5 BHK,,3287,5.0,2.0,202.05
Built-up Area,Ready To Move,Horamavu,2 BHK,,1037,3.0,0.0,45.99
Super built-up Area,6 months,Hennur,3 BHK,,1764,3.0,3.0,77.14
Super built-up Area,6 months,Uttarahalli,1 BHK,,603,1.0,3.0,24.35
Carpet Area,Ready To Move,Uttarahalli,3 BHK,,1448,4.0,0.0,50.4
Plot Area,6 months,Hebbal,3 BHK,,1540,3.0,2.0,104.1
Plot Area,Ready To Move,Hennur,2 BHK,,911,3.0,3.0,38.35
Super built-up Area,Ready To Move,Basaveshwara Nagar,1 BHK,,665,2.0,0.0,46.06
Plot Area,6 months,HSR Layout,2 BHK,,912,2.0,0.0,54.71
Carpet Area,6 months,Whitefield,2 BHK,,1059,3.0,0.0,58.44
Plot Area,Ready To Move,Whitefield,3 BHK,,1408,3.0,3.0,73.71
Built-up Area,Ready To Move,BTM Layout,2 BHK,,1290,2.0,1.0,89.6
Carpet Area,Ready To Move,Hebbal,2 BHK,,1362,3.0,1.0,70.63
Super built-up Area,1 Year,Hennur,3 BHK,,1772,3.0,1.0,80.02
Built-up Area,6 months,Sadashivanagar,3 BHK,,1454,4.0,1.0,116.96
Super built-up Area,1 Year,Devanahalli,2 BHK,,1179,3.0,1.0,52.78
Super built-up Area,Ready To Move,Bannerghatta Road,3 BHK,,1927,3.0,2.0,90.21
Built-up Area,1 Year,Horamavu,3 BHK,,1888,3.0,0.0,92.88
Carpet Area,Ready To Move,Kanakapura Road,3 BHK,,1906,3.0,1.0,84.91
Super built-up Area,1 Year,Hebbal,3 BHK,,1559,4.0,3.0,93.37
Built-up Area,1 Year,Malleswaram,3 BHK,,1405,3.0,0.0,98.67
Built-up Area,6 months,Bellandur,2 BHK,,974,2.0,3.0,56.81
Super built-up Area,6 months,Bannerghatta Road,3 BHK,,2066,3.0,3.0,107.01
Super built-up Area,1 Year,Bannerghatta Road,5 BHK,,3016,5.0,3.0,150.41
Carpet Area,Ready To Move,Kanakapura Road,3 BHK,,1895,4.0,2.0,76.8
Built-up Area,6 months,Devanahalli,1 BHK,,674,2.0,3.0,30.79
Plot Area,1 Year,BTM Layout,1 BHK,,663,1.0,0.0,35.95
Plot Area,Ready To Move,Kanakapura Road,5 BHK,,2523,5.0,0.0,102.23
Super built-up Area,6 months,Hebbal,1 BHK,,464,2.0,2.0,28.84
Super built-up Area,1 Year,Marathahalli,1 BHK,,681,1.0,2.0,35.16
Carpet Area,Ready To Move,Electronic City,2 BHK,,1390,3.0,0.0,67.97
Plot Area,Ready To Move,Hennur,5 BHK,,2959,5.0,0.0,142.03
Super built-up Area,1 Year,Tumkur Road,2 BHK,,1344,2.0,3.0,47.93
Super built-up Area,Ready To Move,Brookefield,2 BHK,,1015,3.0,3.0,54.41
Plot Area,1 Year,Mysore Road,3 BHK,,1433,3.0,2.0,52.99
Super built-up Area,Ready To Move,Yelahanka,1 BHK,,574,1.0,1.0,28.08
Plot Area,1 Year,Malleswaram,4 BHK,,2611,4.0,3.0,229.25
Plot Area,6 months,Koramangala,3 BHK,,1840,4.0,3.0,138.93
Carpet Area,Ready To Move,Basaveshwara Nagar,3 BHK,,1827,4.0,1.0,129.0
Plot Area,1 Year,Horamavu,4 BHK,,1817,4.0,3.0,85.1
Super built-up Area,1 Year,Hennur,5 BHK,,2646,6.0,1.0,135.77
Built-up Area,Ready To Move,Hosur Road,2 BHK,,1369,2.0,1.0,65.52
Built-up Area,6 months,Marathahalli,2 BHK,,967,2.0,0.0,46.43
Built-up Area,1 Year,Hebbal,4 BHK,,2526,5.0,1.0,144.67
Carpet Area,6 months,Horamavu,2 BHK,,1279,3.0,1.0,63.95
Super built-up Area,Ready To Move,Mysore Road,4 BHK,,2532,4.0,2.0,103.76
Carpet Area,6 months,Bellandur,4 BHK,,2789,4.0,2.0,143.78
Carpet Area,Ready To Move,Hosur Road,2 BHK,,1104,2.0,2.0,46.34
Carpet Area,1 Year,Horamavu,5 BHK,,3102,6.0,3.0,130.52
Super built-up Area,6 months,Hebbal,2 BHK,,996,3.0,2.0,67.28
Super built-up Area,Ready To Move,Rajajinagar,3 BHK,,1649,4.0,0.0,113.09
Super built-up Area,1 Year,Vijayanagar,1 BHK,,572,2.0,0.0,33.22
Built-up Area,6 months,Hosur Road,4 BHK,,2014,5.0,0.0,87.02
Plot Area,Ready To Move,Vijayanagar,3 BHK,,2030,4.0,3.0,99.13
Super built-up Area,6 months,Yelahanka,3 BHK,,1887,3.0,1.0,81.5
Super built-up Area,1 Year,Malleswaram,4 BHK,,2083,4.0,1.0,155.54
Carpet Area,1 Year,Hennur,3 BHK,,1451,3.0,0.0,61.93
Super built-up Area,Ready To Move,Bannerghatta Road,2 BHK,,1043,2.0,1.0,49.64
Plot Area,6 months,Kengeri,4 BHK,,2422,5.0,1.0,91.09
Built-up Area,6 months,Uttarahalli,3 BHK,,1969,4.0,1.0,83.63
Super built-up Area,1 Year,BTM Layout,4 BHK,,2303,4.0,3.0,121.99
Built-up Area,6 months,JP Nagar,4 BHK,,1902,5.0,1.0,117.96
Super built-up Area,6 months,Uttarahalli,2 BHK,,1024,2.0,1.0,44.52
Built-up Area,6 months,Jayanagar,2 BHK,,1072,2.0,3.0,71.81
Super built-up Area,Ready To Move,Yeshwanthpur,2 BHK,,1218,3.0,2.0,67.02
Carpet Area,1 Year,Vijayanagar,3 BHK,,1534,3.0,0.0,96.23
Built-up Area,Ready To Move,Malleswaram,2 BHK,,1016,2.0,3.0,81.22
Carpet Area,1 Year,Uttarahalli,3 BHK,,1564,3.0,3.0,67.47
Carpet Area,Ready To Move,Hosur Road,2 BHK,,1196,3.0,0.0,50.42
Super built-up Area,Ready To Move,Whitefield,2 BHK,,1146,3.0,1.0,77.03
Carpet Area,Ready To Move,Brookefield,2 BHK,,1320,2.0,1.0,66.25
Carpet Area,6 months,Uttarahalli,1 BHK,,624,1.0,3.0,28.13
Super built-up Area,1 Year,JP Nagar,3 BHK,,1850,4.0,2.0,130.61
Carpet Area,Ready To Move,Basaveshwara Nagar,2 BHK,,977,2.0,0.0,66.97
Built-up Area,6 months,BTM Layout,2 BHK,,927,3.0,2.0,57.76
Built-up Area,Ready To Move,Whitefield,1 BHK,,577,1.0,3.0,36.54
Plot Area,6 months,Yeshwanthpur,3 BHK,,1403,4.0,2.0,77.32
Plot Area,Ready To Move,Indiranagar,4 BHK,,2164,5.0,3.0,176.73
Plot Area,1 Year,Rajajinagar,2 BHK,,913,2.0,0.0,69.07
Plot Area,1 Year,Koramangala,3 BHK,,1482,4.0,2.0,101.59
Carpet Area,Ready To Move,Yelahanka,2 BHK,,955,2.0,2.0,53.02
Built-up Area,Ready To Move,JP Nagar,2 BHK,,1300,3.0,0.0,87.52
Plot Area,Ready To Move,BTM Layout,3 BHK,,1609,4.0,0.0,105.66
Carpet Area,Ready To Move,Yeshwanthpur,2 BHK,,939,2.0,3.0,47.76
Super built-up Area,6 months,Whitefield,3 BHK,,1549,4.0,3.0,82.13
Built-up Area,1 Year,Hebbal,1 BHK,,620,1.0,3.0,42.47
Super built-up Area,6 months,Bellandur,5 BHK,,3182,5.0,3.0,165.15
Plot Area,1 Year,Brookefield,1 BHK,,479,2.0,3.0,28.0
Plot Area,Ready To Move,Brookefield,3 BHK,,1933,3.0,0.0,117.95
Plot Area,1 Year,Bannerghatta Road,4 BHK,,2170,4.0,2.0,107.73
Built-up Area,Ready To Move,Bannerghatta Road,1 BHK,,619,1.0,1.0,35.42
Super built-up Area,Ready To Move,Kanakapura Road,3 BHK,,1853,3.0,1.0,72.52
Super built-up Area,6 months,Hosur Road,2 BHK,,1296,2.0,3.0,58.3
Built-up Area,1 Year,Yeshwanthpur,3 BHK,,1872,3.0,1.0,104.07
Plot Area,6 months,Whitefield,2 BHK,,919,3.0,2.0,56.11
Plot Area,6 months,Rajajinagar,1 BHK,,579,2.0,2.0,43.64
Carpet Area,6 months,Bannerghatta Road,3 BHK,,1474,4.0,3.0,70.65
Built-up Area,6 months,Jayanagar,2 BHK,,1384,2.0,1.0,98.16
Super built-up Area,1 Year,Hosur Road,3 BHK,,1541,4.0,0.0,67.75
Carpet Area,1 Year,Kengeri,2 BHK,,1110,3.0,0.0,42.58
Super built-up Area,6 months,Rajajinagar,2 BHK,,998,2.0,3.0,66.96
Super built-up Area,1 Year,Marathahalli,3 BHK,,1450,4.0,2.0,90.88
Carpet Area,Ready To Move,Rajajinagar,3 BHK,,1800,4.0,1.0,138.76
Super built-up Area,1 Year,Hennur,2 BHK,,1146,2.0,2.0,46.07
Carpet Area,6 months,Whitefield,2 BHK,,1087,3.0,3.0,68.15
Carpet Area,Ready To Move,Devanahalli,2 BHK,,942,2.0,2.0,41.66
Carpet Area,Ready To Move,Mysore Road,2 BHK,,1267,2.0,1.0,58.93
Plot Area,Ready To Move,Vijayanagar,2 BHK,,902,2.0,2.0,44.5
Plot Area,Ready To Move,Vijayanagar,2 BHK,,1128,3.0,3.0,69.38
Built-up Area,Ready To Move,Bannerghatta Road,3 BHK,,1824,3.0,0.0,111.32
Built-up Area,6 months,Malleswaram,3 BHK,,1673,3.0,0.0,143.81
Carpet Area,6 months,Sadashivanagar,2 BHK,,963,3.0,1.0,83.83
Built-up Area,Ready To Move,Sarjapur Road,2 BHK,,1289,3.0,3.0,66.01
Plot Area,6 months,Basaveshwara Nagar,2 BHK,,1061,3.0,3.0,74.62
Plot Area,1 Year,Horamavu,3 BHK,,1451,3.0,2.0,61.5
Carpet Area,6 months,Sarjapur Road,4 BHK,,2350,5.0,0.0,123.56
Plot Area,1 Year,Electronic City,3 BHK,,1364,3.0,1.0,66.42
Carpet Area,6 months,Hebbal,3 BHK,,1593,3.0,1.0,91.02
Built-up Area,1 Year,Kengeri,4 BHK,,2550,4.0,1.0,98.37
Plot Area,1 Year,Basaveshwara Nagar,2 BHK,,1356,3.0,2.0,78.0
Carpet Area,Ready To Move,Bannerghatta Road,1 BHK,,597,2.0,3.0,30.28
Carpet Area,6 months,JP Nagar,3 BHK,,1513,4.0,1.0,94.53
Super built-up Area,Ready To Move,Hennur,2 BHK,,1010,2.0,2.0,43.04
Carpet Area,1 Year,Indiranagar,3 BHK,,1802,3.0,1.0,159.34
Carpet Area,6 months,Kengeri,3 BHK,,1655,3.0,2.0,67.78
Plot Area,6 months,Rajajinagar,3 BHK,,1482,4.0,0.0,108.85
Super built-up Area,Ready To Move,Sadashivanagar,2 BHK,,1293,2.0,2.0,98.22
Super built-up Area,6 months,Hennur,3 BHK,,1500,3.0,3.0,77.69
Super built-up Area,6 months,Vijayanagar,3 BHK,,1591,4.0,0.0,101.8
Plot Area,6 months,Kengeri,4 BHK,,1861,4.0,0.0,72.03
Built-up Area,1 Year,Koramangala,3 BHK,,1876,4.0,1.0,138.16
Carpet Area,Ready To Move,Bannerghatta Road,5 BHK,,2594,6.0,0.0,146.25
Super built-up Area,1 Year,Kengeri,1 BHK,,508,2.0,2.0,21.41
Super built-up Area,Ready To Move,Marathahalli,2 BHK,,1051,2.0,3.0,52.25
Plot Area,1 Year,Tumkur Road,2 BHK,,1337,2.0,0.0,57.69
Plot Area,1 Year,Kanakapura Road,2 BHK,,1159,2.0,3.0,51.83
Super built-up Area,1 Year,Hennur,4 BHK,,1957,4.0,2.0,99.8
Built-up Area,1 Year,Sarjapur Road,5 BHK,,3218,6.0,2.0,166.44
Plot Area,Ready To Move,Kengeri,2 BHK,,1004,2.0,3.0,37.75
Super built-up Area,6 months,Sadashivanagar,1 BHK,,553,2.0,2.0,41.77
Built-up Area,Ready To Move,Sarjapur Road,2 BHK,,1184,2.0,3.0,59.61
Plot Area,6 months,Tumkur Road,4 BHK,,2384,5.0,1.0,104.69
Built-up Area,Ready To Move,Koramangala,2 BHK,,934,2.0,2.0,77.04
Super built-up Area,Ready To Move,Sarjapur Road,1 BHK,,659,1.0,1.0,38.82
Built-up Area,Ready To Move,Malleswaram,1 BHK,,569,1.0,0.0,49.52
Super built-up Area,Ready To Move,Electronic City,2 BHK,,1394,3.0,0.0,60.29
Plot Area,1 Year,Kengeri,4 BHK,,2517,4.0,1.0,91.68
Carpet Area,Ready To Move,Uttarahalli,2 BHK,,1396,2.0,0.0,62.38
Carpet Area,Ready To Move,HSR Layout,2 BHK,,1126,2.0,0.0,80.06
Super built-up Area,6 months,Basaveshwara Nagar,2 BHK,,970,2.0,0.0,68.12
Carpet Area,1 Year,Devanahalli,3 BHK,,1895,4.0,0.0,79.25
Super built-up Area,1 Year,Hennur,3 BHK,,1933,4.0,2.0,99.95
Carpet Area,Ready To Move,Rajajinagar,2 BHK,,1326,2.0,0.0,89.97
Carpet Area,Ready To Move,HSR Layout,2 BHK,,1050,2.0,2.0,80.4
Plot Area,1 Year,Devanahalli,4 BHK,,2310,4.0,3.0,113.33
Super built-up Area,1 Year,Hebbal,1 BHK,,664,2.0,0.0,42.11
Built-up Area,Ready To Move,Uttarahalli,3 BHK,,1998,3.0,3.0,79.8
Plot Area,Ready To Move,Devanahalli,2 BHK,,912,3.0,1.0,37.41
Built-up Area,Ready To Move,Hennur,2 BHK,,1235,3.0,1.0,53.01
Plot Area,6 months,JP Nagar,3 BHK,,1801,4.0,2.0,118.8
Super built-up Area,1 Year,HSR Layout,4 BHK,,1883,5.0,1.0,114.11
Built-up Area,6 months,Malleswaram,3 BHK,,2047,3.0,2.0,178.03
Plot Area,1 Year,Tumkur Road,1 BHK,,561,2.0,3.0,22.41
Carpet Area,1 Year,Bellandur,3 BHK,,1855,4.0,3.0,123.47
Built-up Area,1 Year,Kengeri,3 BHK,,2012,3.0,0.0,75.92
Plot Area,1 Year,Devanahalli,3 BHK,,1447,4.0,3.0,70.15
Plot Area,1 Year,Tumkur Road,3 BHK,,1991,4.0,1.0,78.72
Built-up Area,Ready To Move,Indiranagar,1 BHK,,631,2.0,2.0,55.87
Carpet Area,6 months,Bellandur,3 BHK,,1979,3.0,2.0,104.62
Built-up Area,6 months,Bannerghatta Road,3 BHK,,1721,4.0,0.0,92.94
Built-up Area,1 Year,Sadashivanagar,2 BHK,,916,2.0,0.0,79.94
Built-up Area,6 months,Kanakapura Road,3 BHK,,1852,4.0,1.0,80.66
Plot Area,6 months,Tumkur Road,2 BHK,,1087,3.0,2.0,38.5
Carpet Area,Ready To Move,Whitefield,2 BHK,,1101,3.0,0.0,72.23
Built-up Area,1 Year,Jayanagar,5 BHK,,2801,5.0,3.0,176.57
Built-up Area,Ready To Move,Horamavu,2 BHK,,1146,3.0,1.0,46.22
Built-up Area,6 months,Yelahanka,2 BHK,,1230,2.0,3.0,57.61
Built-up Area,1 Year,Bannerghatta Road,3 BHK,,1895,4.0,2.0,115.22
Built-up Area,1 Year,Whitefield,5 BHK,,3221,6.0,0.0,192.06
Built-up Area,1 Year,Yeshwanthpur,5 BHK,,3089,5.0,1.0,173.83
Carpet Area,1 Year,Bannerghatta Road,3 BHK,,1952,3.0,1.0,102.33
Carpet Area,1 Year,Sadashivanagar,1 BHK,,480,2.0,0.0,45.2
Carpet Area,1 Year,Yelahanka,4 BHK,,2636,4.0,0.0,111.96
Super built-up Area,Ready To Move,Horamavu,3 BHK,,1640,4.0,2.0,62.98
Super built-up Area,Ready To Move,HSR Layout,2 BHK,,1164,2.0,3.0,70.13
Plot Area,6 months,Sarjapur Road,4 BHK,,2233,4.0,3.0,119.47
Carpet Area,1 Year,Yeshwanthpur,2 BHK,,1137,3.0,3.0,68.14
Carpet Area,1 Year,Kanakapura Road,1 BHK,,521,2.0,2.0,24.32
Carpet Area,Ready To Move,JP Nagar,4 BHK,,1969,4.0,0.0,132.65
Built-up Area,6 months,BTM Layout,3 BHK,,1428,4.0,1.0,78.68
Built-up Area,6 months,Yelahanka,2 BHK,,1125,2.0,3.0,51.72
Plot Area,1 Year,Sadashivanagar,2 BHK,,962,3.0,0.0,75.92
Carpet Area,6 months,Yeshwanthpur,3 BHK,,1533,3.0,3.0,80.24
Built-up Area,6 months,Sadashivanagar,2 BHK,,966,2.0,2.0,76.26
Carpet Area,1 Year,Malleswaram,2 BHK,,954,2.0,2.0,75.47
Carpet Area,1 Year,Bellandur,3 BHK,,2011,3.0,0.0,112.93
Built-up Area,1 Year,Hebbal,4 BHK,,2474,4.0,2.0,162.38
Built-up Area,Ready To Move,Brookefield,3 BHK,,2042,3.0,1.0,116.12
Super built-up Area,1 Year,Koramangala,3 BHK,,1833,4.0,2.0,131.88
Built-up Area,6 months,Indiranagar,3 BHK,,1982,3.0,1.0,158.97
Super built-up Area,Ready To Move,Devanahalli,3 BHK,,1766,3.0,3.0,77.61
Built-up Area,6 months,Sadashivanagar,2 BHK,,1131,3.0,2.0,107.32
Carpet Area,Ready To Move,Hosur Road,4 BHK,,2328,4.0,1.0,115.25
Built-up Area,1 Year,Basaveshwara Nagar,2 BHK,,1060,2.0,3.0,69.97
Plot Area,6 months,Jayanagar,1 BHK,,614,1.0,3.0,46.17
Carpet Area,Ready To Move,JP Nagar,2 BHK,,1348,2.0,3.0,79.77
Plot Area,6 months,Devanahalli,3 BHK,,1936,3.0,3.0,86.07
Carpet Area,1 Year,Uttarahalli,1 BHK,,565,1.0,0.0,25.14
Built-up Area,Ready To Move,Bannerghatta Road,2 BHK,,1376,3.0,1.0,77.08
Built-up Area,6 months,Jayanagar,3 BHK,,2089,3.0,0.0,141.55
Built-up Area,Ready To Move,Kengeri,4 BHK,,2293,4.0,3.0,96.88
Super built-up Area,1 Year,Indiranagar,3 BHK,,1998,3.0,2.0,181.39
Built-up Area,Ready To Move,Sadashivanagar,2 BHK,,902,2.0,1.0,68.72
Plot Area,Ready To Move,Electronic City,1 BHK,,466,1.0,1.0,22.95
Super built-up Area,6 months,Indiranagar,3 BHK,,1366,4.0,3.0,104.71
Built-up Area,Ready To Move,Devanahalli,1 BHK,,643,2.0,2.0,25.36
Super built-up Area,1 Year,Kanakapura Road,3 BHK,,1409,4.0,2.0,61.43
Super built-up Area,6 months,Yelahanka,2 BHK,,908,2.0,1.0,43.52
Carpet Area,Ready To Move,Hennur,4 BHK,,1947,5.0,0.0,84.0
Super built-up Area,1 Year,BTM Layout,3 BHK,,1579,3.0,2.0,93.15
Super built-up Area,1 Year,Indiranagar,2 BHK,,1132,2.0,1.0,95.37
Carpet Area,Ready To Move,Yeshwanthpur,4 BHK,,1865,4.0,2.0,93.58
Built-up Area,Ready To Move,JP Nagar,2 BHK,,1149,3.0,3.0,83.01
Plot Area,6 months,Vijayanagar,2 BHK,,1024,2.0,2.0,54.07
Super built-up Area,1 Year,Yeshwanthpur,4 BHK,,2074,5.0,0.0,125.83
Plot Area,1 Year,Devanahalli,2 BHK,,1310,3.0,0.0,52.37
Super built-up Area,1 Year,BTM Layout,2 BHK,,1393,2.0,0.0,81.92
Plot Area,Ready To Move,Koramangala,2 BHK,,1131,3.0,1.0,90.38
Carpet Area,Ready To Move,Malleswaram,2 BHK,,1060,2.0,2.0,83.81
Super built-up Area,Ready To Move,Horamavu,1 BHK,,682,1.0,0.0,33.18
Super built-up Area,6 months,Uttarahalli,3 BHK,,1725,3.0,3.0,74.29
Built-up Area,1 Year,Yeshwanthpur,3 BHK,,1897,4.0,3.0,111.6
Built-up Area,1 Year,Malleswaram,2 BHK,,1106,2.0,3.0,73.84
Super built-up Area,Ready To Move,HSR Layout,2 BHK,,1001,3.0,1.0,71.03
Carpet Area,6 months,Malleswaram,4 BHK,,2454,5.0,0.0,186.47
Plot Area,6 months,Yelahanka,5 BHK,,3081,6.0,0.0,139.49
Built-up Area,6 months,Malleswaram,3 BHK,,1695,3.0,2.0,110.61
Built-up Area,6 months,Yelahanka,4 BHK,,2069,4.0,1.0,96.76
Built-up Area,6 months,Whitefield,3 BHK,,1973,3.0,3.0,107.09
Built-up Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1037,3.0,2.0,69.64
Carpet Area,Ready To Move,Brookefield,1 BHK,,614,2.0,3.0,37.25
Super built-up Area,Ready To Move,Koramangala,2 BHK,,1091,3.0,3.0,84.35
Plot Area,1 Year,Hosur Road,4 BHK,,2272,4.0,0.0,116.09
Built-up Area,6 months,Indiranagar,3 BHK,,1508,3.0,2.0,111.94
Carpet Area,6 months,Devanahalli,3 BHK,,1837,4.0,1.0,71.96
Carpet Area,1 Year,Vijayanagar,2 BHK,,1012,2.0,3.0,58.71
Built-up Area,6 months,Brookefield,3 BHK,,1714,3.0,0.0,107.87
Plot Area,6 months,Uttarahalli,3 BHK,,1596,4.0,0.0,66.46
Built-up Area,6 months,Hennur,4 BHK,,2763,4.0,3.0,137.35
Carpet Area,6 months,Uttarahalli,1 BHK,,695,1.0,0.0,30.05
Plot Area,6 months,Basaveshwara Nagar,3 BHK,,1915,3.0,0.0,135.8
Carpet Area,Ready To Move,Vijayanagar,1 BHK,,695,1.0,3.0,42.14
Super built-up Area,6 months,Hosur Road,3 BHK,,1435,4.0,1.0,71.67
Carpet Area,Ready To Move,Mysore Road,3 BHK,,2094,3.0,3.0,72.29
Built-up Area,Ready To Move,Whitefield,2 BHK,,951,3.0,2.0,62.07
Plot Area,Ready To Move,Uttarahalli,3 BHK,,1661,3.0,3.0,60.16
Built-up Area,Ready To Move,Sarjapur Road,1 BHK,,509,1.0,3.0,30.88
Super built-up Area,1 Year,Mysore Road,4 BHK,,2753,4.0,1.0,103.68
Plot Area,Ready To Move,BTM Layout,2 BHK,,1217,2.0,3.0,72.94
Plot Area,1 Year,Devanahalli,3 BHK,,1797,4.0,3.0,86.82
Plot Area,1 Year,Devanahalli,4 BHK,,2797,5.0,0.0,105.57
Carpet Area,Ready To Move,Bellandur,2 BHK,,1206,2.0,3.0,75.74
Built-up Area,6 months,Uttarahalli,3 BHK,,1834,3.0,1.0,70.28
Plot Area,6 months,BTM Layout,3 BHK,,1383,4.0,0.0,72.02
Plot Area,Ready To Move,Bellandur,2 BHK,,1329,2.0,3.0,87.99
Plot Area,Ready To Move,Brookefield,3 BHK,,2077,3.0,0.0,103.44
Super built-up Area,1 Year,Vijayanagar,3 BHK,,2070,3.0,2.0,126.01
Plot Area,1 Year,Sadashivanagar,4 BHK,,2021,5.0,3.0,166.8
Carpet Area,6 months,Brookefield,4 BHK,,2025,4.0,3.0,124.52
Carpet Area,1 Year,Devanahalli,3 BHK,,1624,3.0,0.0,74.64
Plot Area,1 Year,Electronic City,3 BHK,,1582,4.0,3.0,81.44
Carpet Area,Ready To Move,Sarjapur Road,4 BHK,,2105,5.0,3.0,128.65
Carpet Area,1 Year,Hennur,3 BHK,,1803,3.0,1.0,74.94
Plot Area,1 Year,Rajajinagar,2 BHK,,1302,2.0,3.0,95.76
Carpet Area,1 Year,Yelahanka,2 BHK,,1368,2.0,1.0,71.19
Super built-up Area,6 months,Yeshwanthpur,4 BHK,,1867,4.0,2.0,103.15
Plot Area,Ready To Move,BTM Layout,3 BHK,,1558,3.0,2.0,95.95
Built-up Area,6 months,Malleswaram,3 BHK,,1541,3.0,0.0,123.0
Carpet Area,Ready To Move,HSR Layout,2 BHK,,1078,3.0,0.0,80.52
Plot Area,Ready To Move,Kanakapura Road,5 BHK,,2780,6.0,0.0,113.36
Built-up Area,1 Year,Horamavu,2 BHK,,1094,2.0,0.0,43.35
Super built-up Area,6 months,Vijayanagar,3 BHK,,2064,4.0,3.0,102.24
Super built-up Area,6 months,Tumkur Road,1 BHK,,559,1.0,1.0,20.06
Plot Area,1 Year,Indiranagar,2 BHK,,1175,2.0,0.0,85.3
Plot Area,6 months,Basaveshwara Nagar,3 BHK,,1911,4.0,2.0,130.37
Super built-up Area,Ready To Move,Bannerghatta Road,5 BHK,,3156,6.0,3.0,167.21
Super built-up Area,Ready To Move,Malleswaram,2 BHK,,1191,2.0,1.0,101.86
Super built-up Area,Ready To Move,Indiranagar,1 BHK,,665,1.0,1.0,57.38
Built-up Area,1 Year,Bannerghatta Road,2 BHK,,1212,2.0,0.0,59.67
Built-up Area,6 months,Horamavu,1 BHK,,668,1.0,0.0,25.96
Plot Area,Ready To Move,Jayanagar,2 BHK,,1051,3.0,1.0,80.42
Built-up Area,1 Year,Brookefield,3 BHK,,1449,3.0,2.0,89.96
Carpet Area,Ready To Move,Uttarahalli,4 BHK,,2619,4.0,0.0,109.97
Super built-up Area,Ready To Move,Hennur,1 BHK,,545,1.0,1.0,26.86
Plot Area,6 months,Bannerghatta Road,3 BHK,,1838,3.0,3.0,91.79
Built-up Area,1 Year,Malleswaram,2 BHK,,1268,3.0,1.0,96.84
Plot Area,Ready To Move,Rajajinagar,2 BHK,,1063,3.0,0.0,76.59
Built-up Area,Ready To Move,Mysore Road,2 BHK,,1152,2.0,3.0,42.36
Plot Area,1 Year,Electronic City,3 BHK,,2021,3.0,2.0,99.34
Super built-up Area,1 Year,Devanahalli,1 BHK,,669,1.0,1.0,25.31
Super built-up Area,6 months,Hebbal,2 BHK,,1274,2.0,1.0,78.11
Super built-up Area,Ready To Move,Vijayanagar,2 BHK,,1281,2.0,1.0,73.65
Built-up Area,6 months,Malleswaram,2 BHK,,1348,2.0,3.0,104.22
Plot Area,Ready To Move,Electronic City,2 BHK,,1268,2.0,0.0,62.19
Plot Area,6 months,Sadashivanagar,4 BHK,,2139,4.0,1.0,187.68
Plot Area,Ready To Move,Kanakapura Road,3 BHK,,1440,4.0,3.0,74.46
Carpet Area,1 Year,Hebbal,4 BHK,,2221,4.0,1.0,139.89
Built-up Area,6 months,Sarjapur Road,2 BHK,,943,3.0,0.0,54.78
Super built-up Area,1 Year,Mysore Road,2 BHK,,957,2.0,3.0,35.18
Super built-up Area,Ready To Move,Electronic City,2 BHK,,1375,3.0,2.0,68.68
Plot Area,1 Year,JP Nagar,1 BHK,,618,1.0,1.0,33.18
Plot Area,6 months,Kanakapura Road,3 BHK,,1988,4.0,0.0,76.89
Carpet Area,6 months,Yelahanka,2 BHK,,1221,2.0,2.0,57.22
Built-up Area,1 Year,Koramangala,2 BHK,,1109,3.0,0.0,86.46
Plot Area,Ready To Move,Whitefield,3 BHK,,1368,4.0,2.0,81.84
Plot Area,6 months,Bannerghatta Road,2 BHK,,1377,2.0,0.0,83.01
Built-up Area,Ready To Move,Tumkur Road,5 BHK,,2338,5.0,2.0,96.72
